person1,person2,weight,film_count,films,collaboration_types,same_school,school,same_location,location
Trấn Thành,Bảo Thy,2.3,2,Công chúa teen và ngũ hổ tướng|Gia sư nữ quái,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Yến Trang,1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Hoài Linh,2.0,2,Công chúa teen và ngũ hổ tướng|Gia sư nữ quái,actor-actor,False,,False,
Trấn Thành,Tấn Beo,1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Chí Tài,2.0,2,Công chúa teen và ngũ hổ tướng|Gia sư nữ quái,actor-actor,False,,False,
Trấn Thành,Mạnh Tràng,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Hiếu Hiền,1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Khổng Tú Quỳnh,1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Hoàng Sơn (diễn viên),1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Chí Thiện (ca sĩ),1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Ưng Hoàng Phúc,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Đông Nhi,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Noo Phước Thịnh,1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Ngô Kiến Huy,1.3,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Phước Sang,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Việt Anh (nghệ sĩ),5.0,5,Công chúa teen và ngũ hổ tướng|Bố già (phim 2021)|Nhà bà Nữ|Mai (phim)|Bộ tứ báo thủ,director-actor|actor-actor,False,,False,
Trấn Thành,Tuyết Thu,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Bảo Quốc,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,hủ tiếu,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Phi Phụng,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Phương Trinh Jolie,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Tấn Bo,1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Kim Ngọc (nghệ sĩ),1.0,1,Công chúa teen và ngũ hổ tướng,actor-actor,False,,False,
Trấn Thành,Isaac (ca sĩ),1.0,1,Gia sư nữ quái,actor-actor,False,,False,
Trấn Thành,Dương Cẩm Lynh,1.0,1,Gia sư nữ quái,actor-actor,False,,False,
Trấn Thành,Ninh Dương Lan Ngọc,1.8,1,Cua lại vợ bầu,actor-actor,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Anh Tú (sinh 1993),1.5,1,Cua lại vợ bầu,actor-actor,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Mạc Văn Khoa,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Trấn Thành,Khả Như,3.0,3,Cua lại vợ bầu|Nhà bà Nữ|Mai (phim),actor-actor|actor-director,False,,False,
Trấn Thành,Hữu Châu,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Trấn Thành,Lê Giang (nghệ sĩ),2.0,2,Cua lại vợ bầu|Bố già (phim 2021),actor-actor|actor-director,False,,False,
Trấn Thành,Quang Minh - Hồng Đào,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Trấn Thành,Trung Dân,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Trấn Thành,Hari Won,2.0,2,Cua lại vợ bầu|Bố già (phim 2021),actor-actor|actor-director,False,,False,
Trấn Thành,Thuận Hoàng,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Trấn Thành,Hoàng Thanh Mai,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Trấn Thành,Tuấn Trần,3.3,3,Bố già (phim 2021)|Đất rừng phương Nam (phim)|Mai (phim),director-actor|actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Ngân Chi,1.3,1,Bố già (phim 2021),actor-director,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Ngọc Giàu,4.0,4,Bố già (phim 2021)|Nhà bà Nữ|Mai (phim)|Bộ tứ báo thủ,actor-director,False,,False,
Trấn Thành,Lan Phương,1.0,1,Bố già (phim 2021),actor-director,False,,False,
Trấn Thành,Nguyễn Minh Tú,1.3,1,Bố già (phim 2021),actor-director,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Xuân Nghị,1.0,1,Bố già (phim 2021),director-actor,False,,False,
Trấn Thành,Mai Trần,1.0,1,Bố già (phim 2021),actor-director,False,,False,
Trấn Thành,Trúc Nhân,1.0,1,Bố già (phim 2021),actor-director,False,,False,
Trấn Thành,Lê Dương Bảo Lâm,3.5,3,Bố già (phim 2021)|Nhà bà Nữ|Bộ tứ báo thủ,actor-director,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Diệu Nhi,1.0,1,Bố già (phim 2021),actor-director,False,,False,
Trấn Thành,Bà Tân Vlog,1.0,1,Bố già (phim 2021),actor-director,False,,False,
Trấn Thành,Vũ Ngọc Đãng,1.0,1,Bố già (phim 2021),director-director,False,,False,
Trấn Thành,Lê Giang,2.0,2,Nhà bà Nữ|Bộ tứ báo thủ,actor-director,False,,False,
Trấn Thành,Uyển Ân,3.3,3,Nhà bà Nữ|Mai (phim)|Bộ tứ báo thủ,director-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Song Luân,1.0,1,Nhà bà Nữ,actor-director,False,,False,
Trấn Thành,Công Ninh,2.0,2,Nhà bà Nữ|Đất rừng phương Nam (phim),actor-actor|actor-director,False,,False,
Trấn Thành,Ngân Quỳnh,1.0,1,Nhà bà Nữ,actor-director,False,,False,
Trấn Thành,Băng Di,1.3,1,Đất rừng phương Nam (phim),actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,bác Ba Phi,1.0,1,Đất rừng phương Nam (phim),actor-actor,False,,False,
Trấn Thành,nói dối,1.0,1,Đất rừng phương Nam (phim),actor-actor,False,,False,
Trấn Thành,Hứa Vĩ Văn,1.3,1,Đất rừng phương Nam (phim),actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Mai Tài Phến,1.0,1,Đất rừng phương Nam (phim),actor-actor,False,,False,
Trấn Thành,Huỳnh Đông,1.3,1,Đất rừng phương Nam (phim),actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Hồng Ánh,1.0,1,Đất rừng phương Nam (phim),actor-actor,False,,False,
Trấn Thành,Nguyễn Quang Dũng (đạo diễn),1.0,1,Đất rừng phương Nam (phim),director-actor,False,,False,
Trấn Thành,Phương Anh Đào,1.5,1,Mai (phim),actor-director,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Hồng Đào (diễn viên),1.0,1,Mai (phim),actor-director,False,,False,
Trấn Thành,Trần Tiểu Vy,2.0,2,Mai (phim)|Bộ tứ báo thủ,director-actor,False,,False,
Trấn Thành,Thanh Hằng (nghệ sĩ cải lương),1.0,1,Mai (phim),actor-director,False,,False,
Trấn Thành,Nguyễn Cao Kỳ Duyên (người mẫu),1.0,1,Bộ tứ báo thủ,actor-director,False,,False,
Trấn Thành,Quân A.P,1.0,1,Bộ tứ báo thủ,actor-director,False,,False,
Trấn Thành,Kiều Minh Tuấn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Kaity Nguyễn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Quốc Huy (diễn viên),0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Ngọc Diệp,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Thu Trang,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Võ Ngọc Trai,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Jun Phạm,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Diễm My 9x,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Oanh Kiều,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Nguyễn Thắng,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Khả Ngân,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Tóc Tiên (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Lâm Vỹ Dạ,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Nguyễn Thúc Thùy Tiên,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Don Nguyễn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Nhã Phương (diễn viên),0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Huy Khánh,0.8,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Đinh Ngọc Diệp,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Đại Nghĩa (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Midu,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Tú Vi,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Ái Phương,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Anh Thư,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Đan Trường,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Wanbi Tuấn Anh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Elly Trần,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Tim (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Việt Hương,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Bảo Anh (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Thanh Trúc,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Khánh Phương,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Minh Hằng,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Chí Thiện (sinh năm 1988),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Tường Vi (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Duy Khánh (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Đàm Phương Linh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Thảo Trang,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Uyên Linh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Võ Thành Tâm,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Diễm My (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Quang Tuấn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Quỳnh Lam,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Lương Bích Hữu,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Lê Công Hoàng (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Lê Phương,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Trấn Thành,Suboi,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Hồ Vĩnh Khoa,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Thanh Thúy (diễn viên sinh 1982),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Angela Phương Trinh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Thanh Thúy (sinh 1982),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Trấn Thành,Rocker Nguyen,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Anh Tú (sinh 1993),1.5,1,Cua lại vợ bầu,actor-actor,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Mạc Văn Khoa,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Khả Như,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Hữu Châu,3.0,3,Cua lại vợ bầu|Tèo em|Tấm Cám: Chuyện chưa kể,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Lê Giang (nghệ sĩ),1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Quang Minh - Hồng Đào,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Trung Dân,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Hari Won,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Thuận Hoàng,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Hoàng Thanh Mai,1.0,1,Cua lại vợ bầu,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Thái Hòa (diễn viên),2.0,2,Long Ruồi|Tèo em,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Tinna Tình,1.0,1,Long Ruồi,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Phi Thanh Vân,2.0,2,Long Ruồi|Trúng số (phim 2015),actor-actor,False,,False,
Ninh Dương Lan Ngọc,Khương Ngọc,1.0,1,Long Ruồi,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Hiếu Hiền,2.3,2,Long Ruồi|Tấm Cám: Chuyện chưa kể,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Mai Thành,1.0,1,Long Ruồi,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Nguyễn Hậu,2.0,2,Long Ruồi|Tèo em,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Quốc Huy (diễn viên),1.5,1,Long Ruồi,actor-actor,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Jayvee Mai Thế Hiệp,1.0,1,Long Ruồi,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Thanh Bùi,1.0,1,Long Ruồi,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Johnny Trí Nguyễn,1.0,1,Tèo em,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Yaya Trương Nhi,1.0,1,Tèo em,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Thân Thúy Hà,1.0,1,Tèo em,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Phương Trinh Jolie,1.0,1,Tèo em,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Ngọc Diệp,1.3,1,Tèo em,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Mai Thế Hiệp,2.0,2,Tèo em|Trúng số (phim 2015),actor-actor,False,,False,
Ninh Dương Lan Ngọc,Chí Tài,1.0,1,Trúng số (phim 2015),actor-actor,False,,False,
Ninh Dương Lan Ngọc,Dustin Nguyễn,1.0,1,Trúng số (phim 2015),actor-actor,False,,False,
Ninh Dương Lan Ngọc,Thu Trang,1.3,1,Trúng số (phim 2015),actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Kim Xuân,1.0,1,Trúng số (phim 2015),actor-actor,False,,False,
Ninh Dương Lan Ngọc,Thụy Mười,1.0,1,Trúng số (phim 2015),actor-actor,False,,False,
Ninh Dương Lan Ngọc,Isaac (ca sĩ),1.0,1,Tấm Cám: Chuyện chưa kể,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Ngô Thanh Vân,2.0,2,Tấm Cám: Chuyện chưa kể|Cô Ba Sài Gòn,director-actor|actor-actor,False,,False,
Ninh Dương Lan Ngọc,365daband,1.0,1,Tấm Cám: Chuyện chưa kể,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Võ Ngọc Trai,1.3,1,Tấm Cám: Chuyện chưa kể,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,S.T Sơn Thạch,2.0,2,Tấm Cám: Chuyện chưa kể|Cô Ba Sài Gòn,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Jun Phạm,1.3,1,Tấm Cám: Chuyện chưa kể,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Thành Lộc,1.0,1,Tấm Cám: Chuyện chưa kể,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Ngọc Giàu,1.0,1,Tấm Cám: Chuyện chưa kể,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Hồng Vân (diễn viên),2.0,2,Cô Ba Sài Gòn|Gái già lắm chiêu 3,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Diễm My 9x,1.3,1,Cô Ba Sài Gòn,actor-actor,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Diễm My,1.0,1,Cô Ba Sài Gòn,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Oanh Kiều,1.5,1,Cô Ba Sài Gòn,actor-actor,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Vũ Hà Anh,1.0,1,Cô Ba Sài Gòn,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Đông Nhi,1.0,1,Cô Ba Sài Gòn,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Lê Khanh,1.0,1,Gái già lắm chiêu 3,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Lê Xuân Tiền,1.0,1,Gái già lắm chiêu 3,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Jun Vũ,1.0,1,Gái già lắm chiêu 3,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Bình An (diễn viên),1.0,1,Gái già lắm chiêu 3,actor-actor,False,,False,
Ninh Dương Lan Ngọc,Kiều Minh Tuấn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Kaity Nguyễn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Bảo Thy,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Yến Trang,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Tấn Beo,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Khổng Tú Quỳnh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Chí Thiện (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Noo Phước Thịnh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Ngô Kiến Huy,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Tuấn Trần,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Ngân Chi,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Nguyễn Minh Tú,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Lê Dương Bảo Lâm,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Uyển Ân,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Băng Di,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Hứa Vĩ Văn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Huỳnh Đông,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Phương Anh Đào,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Nguyễn Thắng,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Khả Ngân,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Tóc Tiên (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Lâm Vỹ Dạ,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Nguyễn Thúc Thùy Tiên,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Don Nguyễn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Nhã Phương (diễn viên),0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Huy Khánh,0.8,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Đinh Ngọc Diệp,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Đại Nghĩa (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Midu,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Tú Vi,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Ái Phương,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Anh Thư,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Đan Trường,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Wanbi Tuấn Anh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Elly Trần,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Tim (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Việt Hương,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Bảo Anh (ca sĩ),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Thanh Trúc,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Khánh Phương,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Minh Hằng,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Chí Thiện (sinh năm 1988),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Tường Vi (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Duy Khánh (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Đàm Phương Linh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Thảo Trang,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Uyên Linh,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Võ Thành Tâm,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Diễm My (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Quang Tuấn,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Quỳnh Lam,0.5,0,,,True,Trường Đại học Sân khấu – Điện ảnh Thành phố Hồ Chí Minh,False,
Ninh Dương Lan Ngọc,Lương Bích Hữu,0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
Ninh Dương Lan Ngọc,Lê Công Hoàng (diễn viên),0.3,0,,,False,,True,"Thành phố Hồ Chí Minh, Việt Nam"
