id,type,info_name,info_image,info_ghi chú,info_đạo diễn,info_sản xuất,info_biên kịch,info_cốt truyện,info_diễn viên,info_âm nhạc,info_quay phim,info_dựng phim,info_hãng sản xuất,info_phát hành,info_công chiếu,info_thời lượng,info_ngôn ngữ,info_budget,info_doanh thu,info_1,info_2,info_3,info_4,info_5,info_6,info_7,info_8,info_9,info_10,info_11,info_12,info_13,info_14,info_15,info_16,infobox_tên,infobox_ghi chú,infobox_director,infobox_sản xuất,infobox_biên kịch,infobox_cốt truyện,infobox_cast,infobox_âm nhạc,infobox_quay phim,infobox_dựng phim,infobox_hãng sản xuất,infobox_phát hành,infobox_công chiếu,infobox_duration,infobox_language,infobox_budget,infobox_box_office,infobox_1,infobox_2,infobox_3,infobox_4,infobox_5,infobox_6,infobox_7,infobox_8,infobox_9,infobox_10,infobox_11,infobox_12,infobox_13,infobox_14,infobox_15,infobox_16,infobox_genre,info_tác giả,info_kịch bản,info_studio,info_quốc gia,info_kinh phí,info_website,info_imdb_id,infobox_tác giả,infobox_kịch bản,infobox_studio,infobox_country,infobox_website,infobox_imdb_id,info_caption,info_director,info_producer,info_writer,info_starring,info_music,info_cinematography,info_editing,info_distributor,info_released,info_runtime,info_country,info_language,info_gross,infobox_name,infobox_image,infobox_caption,infobox_producer,infobox_writer,infobox_starring,infobox_music,infobox_cinematography,infobox_editing,infobox_distributor,infobox_released,infobox_runtime,infobox_gross,infobox_định dạng,infobox_đơn vị sản xuất,infobox_network,infobox_first_aired,infobox_số tập,infobox_kích thước hình,infobox_kênh,infobox_phát sóng đầu,infobox_phát sóng cuối,infobox_show_name,infobox_format,infobox_based_on,infobox_num_episodes,infobox_company,infobox_channel,infobox_first_run,infobox_last_aired,infobox_image_size,infobox_narrator,infobox_screenplay,infobox_story,infobox_dẫn phim,infobox_dựa trên,infobox_17,infobox_18,infobox_19,infobox_20,infobox_show_name_2,infobox_creator,infobox_developer,infobox_num_seasons,infobox_executive_producer,infobox_editor,infobox_location,infobox_bgcolor,infobox_creative_director,infobox_theme_music_composer,infobox_opentheme,infobox_endtheme,infobox_preceded_by,infobox_followed_by,infobox_cỡ hình,infobox_người dẫn chuyện,infobox_img_size,infobox_df,infobox_Thiết kế mỹ thuật,infobox_id,infobox_title,infobox_camera,infobox_picture_format,infobox_based on,infobox_chú thích,infobox_italic title,infobox_Âm nhạc,infobox_phần trước,infobox_phần sau,infobox_nhạc kết,infobox_Nhan đề nghiêng,infobox_giám đốc sản xuất,infobox_công ty sản xuất,infobox_chú thích hình,infobox_imagesize,infobox_first_aired_vn,infobox_channel_vn,infobox_tên khác,infobox_composer,infobox_biên tập,infobox_độ dài,infobox_alt_name,infobox_open_theme,infobox_bgcolour,infobox_related,infobox_director of Photography,infobox_part,infobox_chỉ đạo nghệ thuật,infobox_creat‌ive_director,infobox_định_dạng_hình_ảnh,infobox_số phần,infobox_địa điểm,infobox_giám chế,infobox_nhạc dạo,infobox_last_aired_vn,infobox_phát sóng,infobox_nhạc sĩ,infobox_presenter,infobox_judges,infobox_picture,infobox_audio_format,infobox_italic_title,infobox_lồng tiếng,infobox_chương trình liên quan,infobox_imdb_rating,infobox_awards,infobox_Số tập,infobox_kỹ thuật quay,infobox_amg_id,infobox_state,infobox_image_alt,infobox_narrated,infobox_slogan,infobox_EpisodeNumber,infobox_Title,infobox_OriginalAirDate,infobox_ShortSummary,infobox_DOP,infobox_image size,infobox_num_series,infobox_co_exec,infobox_supervising_producer,infobox_wardrobe,infobox_stylist,infobox_border,infobox_định dạng âm thanh,infobox_end_theme,infobox_phát triển,infobox_inspired_by,infobox_production_website,infobox_color,infobox_D.O.P,infobox_Đạo diễn Hình Ảnh,infobox_phụ hòa âm,infobox_kênh vn,infobox_story_editor,infobox_số mùa,infobox_Website,infobox_list_episodes,infobox_voices,infobox_đạo diễn hình ảnh,infobox_alt,infobox_dẫn chương trình,infobox_hn,infobox_production_companies,infobox_1st AD,infobox_makeup,infobox_họa sĩ thiết kế
Những thiên thần áo trắng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lê Hoàng,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Nhungthienthanaotrang.jpg,Áp phích của phim.,,Lê Hoàng,"Miu Lê, Thanh Hải, Đỗ Tùng Lâm, Nam Cường, Nhã Phương, Mai Phương, Midu, Lan Phương",,,,,,45 phút / tập,,,,,2 tháng 3 năm 2010,,,,,,Những thiên thần áo trắng,Phim truyền hình,,40,"Hãng phim Việt, BHD",VTV3,,1 tháng 6 năm 2010,,,,,,,,,,,,,,,,,"Thành phố Hồ Chí Minh, Việt Nam",,,,,,Cô nàng bất đắc dĩ,Cảnh sát hình sự: Mặt nạ hoàn hảo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bên kia sông,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đỗ Phú Hải, Phạm Ngọc Châu",,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,"Minh Diệu, Ngô Hoàng Giang","Tạ Minh Tâm, Tuyết Thu, Bích Trâm, Nguyễn Trần Diệu Thúy",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,9 tháng 3 năm 2018,,,,,,Bên kia sông,Phim truyền hình,,40,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV9,,24 tháng 4 năm 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngọn nến hoàng cung,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Quốc Hưng,,,,,,,,,,,,"Tiếng Việt, Tiếng Pháp, Tiếng Quảng Đông",,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,http://www.tfs.com.vn/vn/phim.cfm?id=356&id_loai=1,,,,,,,,,,,,,,,,,230px,Áp phích phim,,Lê Nhị Hà,,,Cao Thành Danh,,,,30 phút,,,,,13 tháng 8 năm 2004,45,,,,,Ngọn nến hoàng cung,,,45,"* Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",* HTV9 * VTV1 * HTV7,Việt Nam,,,,,,,,,,,,,,,,,"Nguyễn Hồ, Lê Điệp","Thừa Thiên Huế, Lâm Đồng, Đồng Nai, Thành phố Hồ Chí Minh",Pink,Phạm Khắc,Bảo Chấn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuyết nhiệt đới,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Ngọc Đãng,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"lãng mạn, tình cảm, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Vũ Ngọc Đãng,"Anh Thư , Lương Mạnh Hải, Thanh Hằng, Thanh Hoài, Ngọc Quyên",Nhạc sĩ Quốc Bảo,"Kiều Phương Giang, Nguyễn Mạnh Hùng, Phan Công Danh",,,,45 phút/tập,,,,,1 tháng 11 năm 2006,,,,,,Tuyết nhiệt đới,Phim truyền hình,,30,,HTV9,Việt Nam,,,,,,,,,,,,"Tropical Snow, Tuyết miền nhiệt đới",,,,,,,,,Giấc mơ tuyết trắng,Giấc mơ tuyết trắng,,,,,,,,,,,,,,,,,,,,,,,,350px,,,,Nhạc sĩ Quốc Bảo,,,,,,,,,,,,,,,,,,,,,,,Tuyết Nhiệt Đới,Nhóm Xuân Tâm,Bỗng dưng muốn khóc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mười (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Tae-kyeong,,,,,,,,CJ Entertaiment Phuoc Sang Cinema,,,,"Tiếng Hàn, Tiếng Việt",3 triệu USD,158 tỷ VND (Việt Nam),,,,,,,,,,,,,,,,,"điện ảnh, kinh dị",,,,,,,,,,,"Hàn Quốc, Việt Nam",,0937231,,,,,,,,,,,,,,,Mười,muoi.jpg,Poster chính thức tại Hàn Quốc.,"Bily Pictures, Phước Sang",Kim Tae-kyeong,"Jo An, Cha Ye-ryeon, Anh Thư, Trần Huỳnh Bảo",Ryu Hyeong-wook,Park Jae-hong,Ko Im-pyo,"Cinema Service, CJ Entertainment (Hàn Quốc), Hãng phim Phước Sang (Việt Nam)","25 tháng 7 năm 2007, (Hàn Quốc), 24 tháng 12 năm 2007, (Việt Nam)",98 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mười: Lời nguyền trở lại,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tập tin:3of5.png 5.7/10,"'''Cánh diều vàng 2008''', ''Quay phim xuất sắc nhất'' , ''Âm thanh xuất sắc nhất''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kính vạn hoa (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kính vạn hoa,Cảnh tiêu đề của bộ phim với phông nền thiết kế theo tầm nhìn trong kính vạn hoa.,"Nguyễn Minh Chung, Đỗ Phú Hải",Nguyễn Việt Hùng,,,"Ngọc Trai, Vũ Long, Anh Đào, Kim Anh",Tuấn Khanh,Đào Anh Dũng,Thanh Sơn,Hãng phim Truyền hình Thành phố Hồ Chí Minh,Hãng phim Phương Nam (VCD và DVD),"7 tháng 6 2005 - 10 tháng 6 2005 (phần 1, từ tập 1-10), 5 tháng 7 năm 2006 - 4 tháng 9 năm 2006 (phần 2, từ tập 11-20), 8 tháng 7 năm 2008 - 8 tháng 9 năm 2008 (phần 3, từ 21-28)","50 phút x 28 tập (không bao gồm quảng cáo, tổng 3 phần)",Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Nguyễn Nhật Ánh,,Việt Nam,,tt10097984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bộ truyện ''Kính vạn hoa'' của Nguyễn Nhật Ánh,,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 (3 phần),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phim ca nhạc,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"âm nhạc, chính kịch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bắc kim thang (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bắc kim thang,,Trần Hữu Tấn,Hoàng Quân,,,"Trịnh Tài, Minh Hy, Duy Phương, Bích Hằng, Hữu Tiến, Trung Dân, NSƯT Phi Điểu, Hữu Thành",,Đinh Nam,Nga Bùi,ProductionQ - Creative House,Galaxy Studio,"2019, 10, 25, Việt Nam",,Tiếng Việt,17 tỷ VNĐ,40 tỷ VND,2019,10,25,Việt Nam,,,,,,,,,,,,,"chính kịch, điện ảnh, kinh dị",,,,,,,,,"Trần Hữu Tấn, Abby Hoàng Anh",,Việt Nam,,,,,,,,,,,,,,,,,,,Áp phích chiếu rạp của phim tại Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cát đỏ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lưu Trọng Ninh,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Cat_do.jpg,,,Lưu Trọng Ninh,"Thúy Diễm , Trinh Tuyết Hương , Nguyễn Hoàng Thúy Nga , Thạch Kim Long , Kim Huyền",,Trần Kim Vũ,,,,45 phút/tập (không bao gồm quảng cáo),,,,,30 tháng 7 năm 2020,,,,,,Cát đỏ,Phim truyền hình,,30,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam",VTV3,,12 tháng 11 năm 2020,,,,,,,,,,,,,,,,,,,,,,,Đừng bắt em phải quên,Cảnh sát hình sự: Hồ sơ cá sấu,,,,,,,,,1080i (HDTV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lật mặt 7: Một điều ước,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lật mặt 7: Một điều ước,Áp phích chiếu rạp của phim,Lý Hải,* Lý Hải * Trần Minh Hà,,,* Thanh Hiền * Trương Minh Cường * Đinh Y Nhung * Quách Ngọc Tuyên * Trâm Anh * Trần Kim Hải,Khuất Duy Minh,Nguyễn Ngọc Cường,Phạm Quốc Dũng,Lý Hải Production,CJ CGV,"2024, 4, 26, Việt Nam, 2024, 06, 14, Hoa Kỳ, Canada, Úc",138 phút,Tiếng Việt,,482 tỷ VND,,,,,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,,Lý Hải,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Án mạng lầu 4,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Án mạng lầu 4,Áp phích phim.,Nguyễn Hữu Tuấn,* Nguyễn Hữu Tuấn * Trần Đăng Khoa * Nguyễn Hồng Thu,* Nima Javidi * Nguyễn Hữu Tuấn * Trương Thế Vinh,,* Trương Thế Vinh * Lương Bích Hữu * Ngân Quỳnh * Kiều Trinh * Tuyền Mập * Blacka * Nghinh Lộc * Lê Công Hoàng * Quế Minh Hân * Phi Điểu,* Trần Hữu Tuấn Bách * Lý Trang,Trương Trọng Tân,,June Cultural Contents,Galaxy Studio,"2024, 05, 17, Việt Nam",106 phút,Tiếng Việt,,"1,9 tỉ VND",2024,05,17,Việt Nam,,,,,,,,,,,,,"điện ảnh, hình sự, tâm lý",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,''Melbourne'' (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giấc mơ biển,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trương Dũng,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Nguyễn Quý Dũng,"Minh Nhựt, Trọng Nhân, Xuân Nghi, Khương Ngọc, Thanh Trúc, Kiều Khanh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,2 tháng 6 năm 2010,,,,,,Giấc mơ biển,Phim truyền hình,,30,Hãng phim Midi,HTV9,,25 tháng 7 năm 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lời nguyền lúc 0 giờ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lời nguyền lúc 0 giờ,,Quách Khoa Nam,,,,"Minh Luân, Thanh Trúc, Huỳnh Đông, Thanh Bình, Hồ Bích Trâm, Khánh Hiền, Quang Thái",,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Hạ Thu,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,M&T Pictures,,,35,,THVL1,17 tháng 2 năm 2020,27 tháng 3 năm 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anh ba khía,Luật trời,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rồi 30 năm sau,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Quang Minh,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Vũ Thị Thanh Hương,"Trương Minh Quốc Thái, Thanh Trúc, Quang Tuấn, Minh Đăng, Thanh Bình, Yeye Nhật Hạ, Dương Cường",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,19 tháng 9 năm 2022,,,,,,Rồi 30 năm sau,Phim truyền hình,vở cải lương cùng tên của soạn giả Hà Triều và Hoa Phượng.,44,M&T Pictures,THVL1,,8 tháng 11 năm 2022,,,,,,,,,,,,,,,,,,,,,,,Duyên kiếp,Nghiệp sinh tử (phần 4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Năm sau con lại về,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Ngọc Giàu,,,,,,,,,,,,Tiếng Việt,,,2014,1,18,,,,,,,,,,,,,,"chính kịch, điện ảnh, hài",,,,,,,,,,Golden Screen Productions,Việt Nam,,,,,,,,,,,,,,,,,Năm sau con lại về,Năm sau con lại về.jpg,Áp phích chiếu rạp của phim,"Đỗ Thị Mai Liên, Trần Ngọc Giàu, Lê Bình Dương",,"Việt Anh, Thanh Thủy, Quý Bình, Lê Khánh, Hoài Linh, Chí Tài, Nhật Cường, Ngọc Giàu","Phạm Hữu Tâm, Trần Minh Đăng",Nguyễn Nam,"Thanh Digisol, Trần Hiệp, Minh Châu, Khoa Lê",Saigon Movies Media,"2014, 1, 18",93 phút,30 tỷ VND,,,,,,,,,,,,,,,,,,,,Ngô Thế Đàm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"''Đón con về'', Minh Hoàng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dù gió có thổi,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hồ Thái Hòa / Nguyễn Phương Điền,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,TVM Corp,Việt Nam,,,,,,,,,,,,,,,,,Dù gió có thổi,,,"Jimmy Nghiêm Phạm, Tawny Trúc Nguyễn","Duy Linh, Ngọc Khanh, Hoàng Anh","NSƯT Lê Thiện, NSƯT Nguyễn Văn Phúc, Kim Xuân, Đào Anh Tuấn, Hạnh Thúy, Đỗ Đức Thịnh, Hiền Mai, Bình Minh, Lê Khánh, Quý Bình, Tường Vy, Tường Vi, Vân Trang, Phương Trinh Jolie",,,"Duy Linh, Ngọc Khanh, Hoàng Anh",Đài truyền hình Thành phố Hồ Chí Minh,Năm 2009,45 phút / tập (135 tập),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sông dài (phim truyền hình),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sông dài,,Trương Dũng,,,,"Quý Bình, Vân Trang, NSƯT Thanh Nam, Tuyết Thu",,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Hạ Thu,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Công ty Sóng Vàng,,,39,,VTV9,1 tháng 8 năm 2013,24 tháng 9 năm 2013,,,,,,,,,,,,,,vở cải lương cùng tên của soạn giả Hà Triều và Hoa Phượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Thị Bích Liên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mật mã chuông gió,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trương Dũng,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,"Ngọc Bích, Gia Linh","Khương Thịnh, Vân Trang, Bích Trâm, Minh Luân",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,11 tháng 10 năm 2013,,,,,,Mật mã chuông gió,Phim truyền hình,,31,Công ty Sóng Vàng,HTV9,Việt Nam,10 tháng 11 năm 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danh vọng phù hoa,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trương Dũng,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,http://thvl.vn/?p=679698&amp;wpmp_switcher=mobile,,,,,,,,,,,,,,,,,300px,Hình chụp từ tivi.,,La Nguyễn Quốc Vinh,"Vân Trang, Khương Thịnh, Nam Thư, Tuyết Thu, Quang Tuấn, Bảo Trí, Mỹ Dung, Huy Cường, Minh Hạnh, Thanh Hiền, Ngọc Mai, Chế Hoàng Lan",,,,,,45 phút / tập,,,,THVL1,"2016, 07, 6",,,,,,Danh vọng phù hoa,,,39,Sóng Vàng,,Việt Nam,"2016, 8, 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dòng nhớ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trương Dũng,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"chính kịch, truyền hình",,,,,,,,,,,Việt Nam,http://thvl.vn/?p=712372,,,,,,,,,,,,,,,,,,,,Nguyễn Thị Mộng Thu,"Vân Trang, Hoàng Anh, Thanh Hiền, Thanh Nam, Hà Trí Quang, Bích Hằng, Diễm Kiều",,,,,,45 phút / tập,,,,THVL1,"2016, 09, 30",,,,,,Dòng nhớ,,,34,Sóng Vàng,,Việt Nam,"2016, 11, 08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sài Gòn Yo!,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephane Gauger,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"tâm lý, tình cảm",,,,,,,,,,"Annam Pictures, FAT Media, Hãng phim Chánh Phương",25px Việt Nam,,,,,,,,,,,,,,,,,Sài Gòn Yo!,,Hình ảnh quảng bá phim.,"Stephane Gauger, Elizabeth Ái, Danny Đỗ, Jimmy Phạm Nghiêm, Ryan Hoàng Hubris",Stephane Gauger,"Vân Trang, Quỳnh Hoa, Hà Hiền, Khương Ngọc, Elly Trần, Việt Max, Hữu Luân, Tấn Thi","DJ Slim, Pete Nguyễn","Stephane Gauger, Bảo Nguyễn","Stephane Gauger, Danny Đỗ, Hàm Trần","FAT Media, Hãng phim Chánh Phương",22 tháng 4 năm 2011,103 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiền chùa,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiền chùa,,Thiện Đỗ,Jenni Trang Lê,,,"Khương Ngọc, Vân Trang, Lều Phương Anh, Hiếu Hiền, Xuân Trang, Lê Bình",Timo Chen,Jeff Powers,"Thiện Đỗ, Paul Lê",,MegaStar,18 tháng 10 năm 2013,96 phút,Tiếng Việt,,,,,,,,,,,,,,,,,,,"hài, tâm lý",,,,,,,,Thiện Đỗ,,"Chuông Gió Films, Sudest-Đông Nam Productions",25px Việt Nam,,,,,,,,,,,,,,,,,,,Áp phích chính thức của phim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khương Ngọc,,,,,,,,,,,,,,,,,,,,270px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Võ lâm truyền kỳ (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lê Bảo Trung,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"hài, hành động, tâm lý, võ thuật",,,,,,,,,,Hãng phim Phước Sang,Việt Nam,,,,,,,,,,,,,,,,,Võ lâm truyền kỳ,,Áp phích của phim.,Lưu Phước Sang,,"Đan Trường, Kim Thư, Chi Bảo, Hoài Linh, Tấn Beo, Thanh Thảo, Vũ Thu Phương",Bảo Phúc,Nguyễn Nam,Lưu Phước Sang,Hãng phim Phước Sang,"2007, 02, 09, df=yes",88 phút,,,,,,,,,,,,,,,,,,,,,Lê Bảo Trung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trò chơi Võ Lâm Truyền Kỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
