id,type,info_name,info_image,info_caption,info_birth_name,info_birth_date,info_height,info_birth_place,info_other_names,info_occupation,info_active_years,info_nationality,info_ethnicity,info_notable_works,info_quê quán,info_spouse,info_cha,info_mẹ,info_relatives,info_education,info_notable works,info_alias,info_children,info_quốc gia,info_Anh chị em ruột,info_alma_mater,info_agent,info_years_active,info_awards,info_nền,info_vai diễn,info_phim,info_vợ,info_trường lớp,info_giải thưởng 1,info_hạng mục 1,info_giải thưởng 2,info_hạng mục 2,info_kích thước hình,info_nghệ danh,info_chồng,info_con,info_imagesize,info_birthname,info_birthdate,info_học vị,info_birthplace,info_website,info_tên gốc,info_chú thích hình,info_năm hoạt động âm nhạc,info_thành viên của,info_ngày mất,info_nơi mất,info_nguyên nhân cái chết,info_cư trú,info_country,info_lĩnh vực hoạt động,info_honorific prefix,info_danh hiệu,info_hôn nhân,info_dòng nhạc,info_ca khúc,info_tôn giáo,info_tiền tố,info_thể loại điện ảnh,info_nguyên nhân mất,info_tác phẩm điện ảnh,info_năm hoạt động sân khấu,info_tác phẩm sân khấu,info_đào tạo,info_vai trò điện ảnh,info_vai trò sân khấu,info_vai,info_vở kịch,info_công ty sân khấu,info_năm 1,info_năm 2,info_module,info_giải thưởng 4,info_năm 4,info_hạng mục 4,info_religion,info_embed,info_nguyên quán,info_thể loại,info_nhạc cụ,info_death_date,info_death_place,info_an táng,info_bố mẹ,info_biệt danh,info_chữ ký,info_hợp tác với,info_cỡ hình,info_hãng đĩa,info_cân nặng,info_yearsactive,info_parents,info_nổi tiếng,info_giai đoạn sáng tác văn học,info_trào lưu văn học,info_chủ đề văn học,info_tác phẩm văn học,info_honorific_prefix,info_honorific_suffix,info_id,info_channel_direct_url,info_channel_display_name,info_genre,info_subscribers,info_silver_button,info_gold_button,info_silver_year,info_gold_year,info_othername,info_giải thưởng 3,info_hạng mục 3,info_weight,info_kỷ nguyên,info_nghệ danh điện ảnh,info_nghệ danh sân khấu,info_trường phái sân khấu,info_đào tạo sân khấu,info_studio sân khấu,info_đào tạo điện ảnh,info_giải thưởng điện ảnh,info_Kích cỡ,info_Chú thích hình,info_instrument,info_voice type,info_thể loại sân khấu,info_tên thánh,info_fanpage,info_vai trò âm nhạc,info_nghệ danh âm nhạc,info_nhóm nhạc,info_mất,info_đảng,info_bút danh,info_năm hoạt động văn học,info_bút danh điện ảnh,info_field,info_đoàn kịch,info_chức vụ,info_bắt đầu,info_kết thúc,info_kế nhiệm,info_ảnh hưởng tới,info_deathdate,info_deathplace,info_Background,info_Tên nghệ sĩ,info_Nghệ danh,info_Ngày sinh,info_Nguyên quán,info_Nơi sinh,info_Hôn nhân,info_Dòng nhạc,info_Đào tạo,info_Nghề nghiệp,info_Nhạc cụ,info_Năm hoạt động,info_Công ty quản lý,info_Thành viên cũ của,info_Hình,info_Kích thước hình,info_image size,info_image_size,info_resting_place,info_1,info_2,info_signature_size,info_cha mẹ,info_Vợ,info_chú thích,info_background,info_tên thật,info_ca sĩ,info_tước vị,info_thêm,info_chức vị,info_tại vị,info_kiểu tại vị,info_tiền nhiệm,info_hoàng tộc,info_kiểu hoàng tộc,info_Vai diễn chú ý,info_bgcolour,info_notable role,info_khen thưởng,info_đoàn kịch điện ảnh,info_sport,info_medaltemplates,info_show-medals,info_thể loại âm nhạc,info_Giới tính,info_chức vụ 2,info_bắt đầu 2,info_kết thúc 2,info_tiền nhiệm 2,info_học sinh,info_bút danh văn học,info_thể loại văn học,info_giải thưởng văn học,info_sự nghiệp khác,info_cỡ chữ ký,info_residence,info_location,info_đại diện,info_height_m,info_studio điện ảnh,info_honors,info_Họ tên,info_Tên khai sinh,info_Tên,info_tôn hiệu,info_miếu hiệu,info_tên đầy đủ,info_kiểu tên đầy đủ,info_tước vị đầy đủ,info_thông tin tước vị đầy đủ,info_thụy hiệu,info_thông tin con cái,info_sinh,info_nơi an táng,info_đào tạo thời trang,info_vai trò thời trang,info_năm hoạt động thời trang,info_đào tạo âm nhạc,info_ảnh hưởng bởi,info_Kích cỡ hình,info_stats_update,info_tổ chức,info_Chức vụ,info_Nước,info_Sinh,info_Mất,info_Phồn thể,info_Giản thể,info_Bính âm,info_Tự,info_nổi tiếng vì,info_lĩnh vực,info_giai đoạn sáng tác điện ảnh,info_Hoạt động,info_cuộc thi,info_relations,info_giải thưởng âm nhạc,info_kiểu phối ngẫu,info_giai đoạn hoạt động,info_Chiều cao,info_đăng quang,info_thông tin phối ngẫu 2,info_niên hiệu,info_other_name,info_academyawards,info_emmyawards,info_partner,info_phối ngẫu,info_tác phẩm âm nhạc,info_hậu tố,info_thể loại hội họa,info_đào tạo hội họa,info_tác phẩm hội họa,info_năm 3,info_giải thưởng sân khấu,info_channels,info_views,info_trường phái âm nhạc,info_chủ đề âm nhạc,info_module2,info_imdb,info_bố,info_học hàm,info_associated_acts,info_ca khúc hoàng gia,info_thời gian của niên hiệu,info_thông tin phối ngẫu,info_known,info_vở cải lương nổi bật,info_name 1,info_chức vị 1,info_tại vị 1,info_kế nhiệm 1,info_chức vị 2,info_kiểu tại vị 2,info_tại vị 2,info_chức vị 3,info_kiểu tại vị 3,info_tại vị 3,info_chức vị 4,info_kiểu tại vị 4,info_tại vị 4,info_tiền nhiệm 3,info_kế nhiệm 3,info_tiền nhiệm 4,info_ngày an táng,info_chức vị 5,info_kiểu tại vị 5,info_tại vị 5,info_module6,info_origin,info_organization,info_Hợp tác với,info_tiêu đề,info_order1,info_term_start1,info_term_end1,info_successor1,info_party,info_blank1,info_data1,info_native_name_lang,info_đại lý,info_Tôn giáo,info_gia đình,info_nghề ngiệp,info_chủ đề điện ảnh,info_website điện ảnh,info_anh chị em,info_citizenship,info_vai diễn đáng chú ý,info_tác phẩm văn học nổi bật,info_bút danh âm nhạc,info_giai đoạn sáng tác âm nhạc,info_vai trò,info_màu,info_màu chữ,info_tước hiệu,info_training,info_tivi,info_famous works,info_trường phái điện ảnh,info_father,info_công ty quản lý điện ảnh,info_Kiểu giọng,info_Genre,info_known_for,info_death cause,info_giải thưởng nghệ thuật,info_em trai,info_kế nhiệm 2,info_nickname,info_allegiance,info_serviceyears,info_rank,info_commands,info_unit,info_battles,info_giới tính,info_phó chức vụ,info_phó viên chức,info_con trai,info_con gái,info_patrons,info_triều đại,info_employer,info_known for
Mạnh Trường,person,Mạnh Trường,,,Nguyễn Mạnh Trường,1985-09-11,"1,82m","Hà Nội, Việt Nam",,"Diễn viên, Người mẫu",2001 – nay,Việt Nam,Kinh,,,,,,,,,,3,,,,,,,diễn viên,Long,Hương vị tình thân,Phạm Lan Phương (2008),Đại học Sân khấu Điện ảnh Hà Nội,Liên hoan phim Việt Nam lần thứ 15,Nam diễn viên phụ xuất sắc,Cánh Diều Vàng 2020,Nam diễn viên chính xuất sắc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phương Oanh (diễn viên),Phương Oanh (diễn viên),birth_date,"Phủ Lý, Hà Nam Ninh, Việt Nam","Diễn viên, Người mẫu, Ca sĩ",,Việt Nam,ethnicity,2012nay,"1,67m",Nguyễn Hòa Bình (2023),2,,
Ngọc Lan (diễn viên),person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lê Bê La,person,Lê Bê La,,,Lê Thị Bê La,1987-10-20,,"Quảng Tiến, Cư M'gar, Đắk Lắk, Việt Nam",,"Diễn viên, Ca sĩ",2007 – nay,Việt Nam,Kinh,,,,,,,*Trường Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh,,,,,,,,,,diễn viên,Tùng,Cổng mặt trời,,,,,,,1X,Lê Bê La,*Hải Thanh (2012) *2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyệt Ánh,person,Nguyệt Ánh,,DIỄN VIÊN NGUYỆT Ánh vào năm 2024,,,,,,"Diễn viên, Ca sĩ, Người dẫn chương trình",2004 – nay,Việt Nam,,,,,,,,,,,,,,,,,,diễn viên,Thủy Trúc,Miền đất phúc,,,,,,,,,,,20X,Nguyễn Thị Nguyệt Ánh,1984-08-12,*Trường Đại học Ngân hàng Thành phố Hồ Chí Minh,"Thành phố Hồ Chí Minh, Việt Nam",Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tú Vi,person,Lê Tú Vi,Tú Vi 2020.jpg,,Lê Thị Tú Vi,1986-01-27,160cm,"Thành phố Hồ Chí Minh, Việt Nam",,"Diễn viên, Ca sĩ, MC",2007nay,Việt Nam,Kinh,,,Lê Văn Anh (2015),,,,,Định Mệnh Nào Cho Em,,1,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,Lê Tú Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kha Ly,person,Kha Ly,Kha Ly 2020.png,,Lại Thị Kha Ly,1985-03-13,,"An Giang, Việt Nam",,"Diễn viên, Ca sĩ",2004–nay,Việt Nam,,,,Phạm Thanh Duy (2016),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiền Trang,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lương Thế Thành,person,,LuongTheThanh1982.jpg,,Lương Thế Thành,1982-10-01,,"Cai Lậy, Tiền Giang, Việt Nam",,Diễn viên,2005 – nay,Việt Nam,Kinh,,,,,,,*Trường Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh,,,,,,,,,,diễn viên,Phúc,Miền đất phúc,Thúy Diễm (cưới 2016),,Giải thưởng Ngôi Sao Xanh 2019,Nam diễn viên truyền hình xuất sắc nhất,,,200px,,,1,,,,,,,,Lương Thế Thành vào năm 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hùng Thuận,person,Hùng Thuận,Hùng Thuận.png,,Nguyễn Hùng Thuận,1983-02-22,,"Thành phố Hồ Chí Minh, Việt Nam","Bé An, An","Diễn viên, Ca sĩ",1997 - nay,Việt Nam,Kinh,,,,,,,,,,,,,,,,,diễn viên,An,Đất phương Nam,,,,,,,200px,,,,,,,,,,,Hùng Thuận năm 2020,2003 - 2007,"Nhật thực, MBK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hòa Hiệp (diễn viên),person,Hòa Hiệp,Hoa Hiep.png,Hòa Hiệp vào năm 2021,,,,,,"Diễn viên truyền hình, Diễn viên điện ảnh, Diễn viên hài, Diễn viên kịch nói, Đạo diễn sân khấu, MC, Ca sĩ",2002 – nay,Việt Nam,,,,,,,,,,,,,,,,,,diễn viên,Khanh,Mùi ngò gai,,,Giải thưởng Ngôi Sao Xanh 2017,Nam diễn viên truyền hình được yêu thích nhất,,,,,,,,Nguyễn Hòa Hiệp,1982-01-01,,"Thành phố Hồ Chí Minh, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đình Hiếu,person,Đình Hiếu,,,Đỗ Đình Hiếu,1980-08-22,,"Thành phố Hồ Chí Minh, Việt Nam",,"Diễn viên, MC",2004 – nay,Việt Nam,Kinh,,,,,,,,,,,,,,,,,diễn viên,Giang,Cổng mặt trời,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyễn Lê Bá Thắng,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ánh Hoa,person,Ánh Hoa,Nghệ sĩ Ánh Hoa.jpg,,Nguyễn Thị Hoa,"2 tháng 5, 1941",,"Mỏ Cày, Bến Tre, Đại Nam, Liên bang Đông Dương",,"Nghệ sĩ Cải lương, Diễn viên truyền hình",1948-2020,Việt Nam,Kinh,"Vở Cải lương Kiều Nguyệt Nga vai Lão Bà (Mẹ của Kiều Nguyệt Nga) , Phim điện ảnh Người tình vai Bà Đô , Phim điện ảnh Mùi đu đủ xanh vai Bà Ty","Mỏ Cày, tỉnh Bến Tre, Việt Nam","Nghệ sĩ Minh Chí (1924-1995), (kết hôn 1956)",Nghệ sĩ Văn Danh,Nghệ sĩ Ánh Nguyệt,,,,,4 người con,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Thị Hoa,,,,"2020, 11, 1, 1941, 5, 2","Thành phố Hồ Chí Minh, Việt Nam",Tai biến mạch máu não,Thành phố Hồ Chí Minh,25px Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Phương,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huỳnh Anh Tuấn,person,,Huynhanhtuan (cropped).jpg,,Huỳnh Anh Tuấn,1968,,"Vĩnh Long, Việt Nam",,"Diễn viên, Doanh nhân",1989 – nay,Việt Nam,Kinh,,,,,,,Đại học Nghệ thuật và Thiết kế Minneapolis,,,,,,,,,,diễn viên,Hoàng,Hương phù sa,"Vợ đầu tiên (?-?), Thảo Sương (2016 – nay)",,,,,,,,,4,,,,,,,,Huỳnh Anh Tuấn vào năm 2008,,,,,,,,Điện ảnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinh Quốc,person,Kinh Quốc,kinhquoc.jpg,,Lê Trung Sơn,1974-08-08,,"Sài Gòn, Việt Nam Cộng hòa",,Diễn viên,1995 – nay,Việt Nam,Kinh,,,,,,,,,,,,,,,,,đạo diễn,Sáu Miều,Đất phương nam,"Thu Vân (? - 2009), Lâm Thị Thu Trà (2009 – nay)",,,,,,200px,Kinh Quốc,,,,,,,,,,Đạo diễn Kinh Quốc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Công Ninh,person,Công Ninh,Cong Ninh.jpg,,Nguyễn Công Ninh,"1962, 1, 28",,"Sài Gòn, Việt Nam Cộng hòa",,Diễn viên,1990 – nay,Việt Nam,Kinh,,,Tuyết Vân (2013),,,,Học viện Kỹ thuật điện ảnh Leningrad,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nghệ sĩ Ưu tú,Nghệ sĩ Ưu tú (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Văn Ruy,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phùng Ngọc Huy,person,Phùng Ngọc Huy,,,Phùng Ngọc Huy,1985-02-08,,"Thành phố Hồ Chí Minh, Việt Nam",,"Ca sĩ, Diễn viên",,"Việt Nam, Hoa Kỳ",Kinh,,,,,,,,,,,,,,,,,ca sĩ,Quốc,Cổng mặt trời,,,,,,,,,,1,,,,,,,,,2008 – 2014,,,,,,,,,,Phan Thị Mai Phương (1985 - 2020) (người yêu cũ),Nhạc trẻ,"Mưa, Bí mật trái tim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mai Phương (diễn viên),person,Mai Phương,"Mai Phương ""Bật Mí Tủ Lạnh Nhà Sao"" 20190512.png",,Phan Thị Mai Phương,1985-01-14,,"Hải Phòng, Việt Nam",,"Diễn viên, Ca sĩ, Người dẫn chương trình",1997 – 2019,Việt Nam,Kinh,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2020, 3, 28, 1985, 1, 14","Thành phố Hồ Chí Minh, Việt Nam",Ung thư phổi,,,,,,,,,"Phật giáo, ''trước đó'' Tin Lành",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quang Thảo,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
