source,target,film_count,films,collaboration_types,weight
Ninh Dương Lan Ngọc,Trọng Hải,1,Nguyệt thực (phim truyền hình),actor-director,1.0
Ninh Dương Lan Ngọc,Dustin Nguyễn,2,"Cánh đồng bất tận (phim), Trúng số (phim 2015)","actor-actor, director-actor",2.0
Ninh Dương Lan Ngọc,Đỗ Thị Hải Yến,1,Cánh đồng bất tận (phim),actor-actor,1.0
Ninh Dương Lan Ngọc,Võ Thanh Hòa,1,Cánh đồng bất tận (phim),actor-actor,1.0
Ninh Dương Lan Ngọc,Tăng Thanh Hà,1,Cánh đồng bất tận (phim),actor-actor,1.0
Ninh Dương Lan Ngọc,Tinna Tình,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Bùi Văn Hải,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Phi Thanh Vân,2,"Long Ruồi, Trúng số (phim 2015)",actor-actor,2.0
Ninh Dương Lan Ngọc,Khương Ngọc,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Hiếu Hiền,2,"Long Ruồi, Tấm Cám: Chuyện chưa kể",actor-actor,2.3
Ninh Dương Lan Ngọc,Mai Thành,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Khắc Duy,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Tiến Thành,2,"Long Ruồi, Trúng số (phim 2015)",actor-actor,2.0
Ninh Dương Lan Ngọc,Mi Minh,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Hoàng Thy,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Phương Ngân,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Jayvee Mai Thế Hiệp,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Trần Trung Lĩnh,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Annie Huỳnh Anh,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Thanh Bùi,1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Chí Tài,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Thu Trang,1,Trúng số (phim 2015),actor-actor,1.3
Ninh Dương Lan Ngọc,Kim Xuân,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Thanh Bình,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Tiểu Bảo Quốc,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Lê Khâm,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Hoài Minh,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Đạt Doremon,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Quốc Tân,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Thụy Mười,1,Trúng số (phim 2015),actor-actor,1.0
Ninh Dương Lan Ngọc,Hạ Vi,1,Tấm Cám: Chuyện chưa kể,actor-actor,1.0
Ninh Dương Lan Ngọc,Ngô Thanh Vân,2,"Tấm Cám: Chuyện chưa kể, Cô Ba Sài Gòn","actor-actor, director-actor",2.0
Ninh Dương Lan Ngọc,Võ Ngọc Trai,1,Tấm Cám: Chuyện chưa kể,actor-actor,1.3
Ninh Dương Lan Ngọc,ST Sơn Thạch,2,"Tấm Cám: Chuyện chưa kể, Cô Ba Sài Gòn",actor-actor,2.0
Ninh Dương Lan Ngọc,Jun Phạm,1,Tấm Cám: Chuyện chưa kể,actor-actor,1.3
Ninh Dương Lan Ngọc,Thành Lộc,1,Tấm Cám: Chuyện chưa kể,actor-actor,1.0
Ninh Dương Lan Ngọc,Ngọc Giàu,1,Tấm Cám: Chuyện chưa kể,actor-actor,1.0
Ninh Dương Lan Ngọc,Diễm My 9x,1,Cô Ba Sài Gòn,actor-actor,1.3
Ninh Dương Lan Ngọc,Diễm My,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Oanh Kiều,1,Cô Ba Sài Gòn,actor-actor,1.5
Ninh Dương Lan Ngọc,Tùng Leo,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Hải Triều,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Kaylee Hwang,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Thúy Vy,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Thủy Hương,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Trác Thúy Miêu,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Kim Thư,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Hà Trúc,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Vũ Hà Anh,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Aaron Toronto,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Bùi Thị Mỹ Cảnh,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Đông Nhi,1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Lê Khanh,1,Gái già lắm chiêu 3,actor-actor,1.0
Ninh Dương Lan Ngọc,Lê Xuân Tiền,1,Gái già lắm chiêu 3,actor-actor,1.0
Ninh Dương Lan Ngọc,Jun Vũ,1,Gái già lắm chiêu 3,actor-actor,1.0
Ninh Dương Lan Ngọc,Kiều Minh Tuấn,0,,,0.3
Ninh Dương Lan Ngọc,Kaity Nguyễn,0,,,0.3
Ninh Dương Lan Ngọc,Tú Vi,0,,,0.3
Ninh Dương Lan Ngọc,Hùng Thuận,0,,,0.3
Ninh Dương Lan Ngọc,Đình Hiếu,0,,,0.3
Ninh Dương Lan Ngọc,Thanh Trúc,0,,,0.3
Ninh Dương Lan Ngọc,Bảo Thy,0,,,0.3
Ninh Dương Lan Ngọc,Yến Trang,0,,,0.3
Ninh Dương Lan Ngọc,Tấn Beo,0,,,0.3
Ninh Dương Lan Ngọc,Khổng Tú Quỳnh,0,,,0.3
Ninh Dương Lan Ngọc,Noo Phước Thịnh,0,,,0.3
Ninh Dương Lan Ngọc,Ngô Kiến Huy,0,,,0.3
Ninh Dương Lan Ngọc,Tuấn Trần,0,,,0.3
Ninh Dương Lan Ngọc,Ngân Chi,0,,,0.3
Ninh Dương Lan Ngọc,Nguyễn Minh Tú,0,,,0.3
Ninh Dương Lan Ngọc,Uyển Ân,0,,,0.3
Ninh Dương Lan Ngọc,Lê Dương Bảo Lâm,0,,,0.5
Ninh Dương Lan Ngọc,Phương Anh Đào,0,,,0.5
Ninh Dương Lan Ngọc,Minh Hằng,0,,,0.3
Ninh Dương Lan Ngọc,Bảo Anh,0,,,0.3
Ninh Dương Lan Ngọc,Nguyễn Thắng,0,,,0.3
Ninh Dương Lan Ngọc,Khả Ngân,0,,,0.3
Ninh Dương Lan Ngọc,Anh Thư,0,,,0.3
Ninh Dương Lan Ngọc,Lâm Vỹ Dạ,0,,,0.5
Ninh Dương Lan Ngọc,Nguyễn Thúc Thùy Tiên,0,,,0.3
Ninh Dương Lan Ngọc,Huy Khánh,0,,,0.8
Ninh Dương Lan Ngọc,Đinh Ngọc Diệp,0,,,0.3
Ninh Dương Lan Ngọc,Hứa Vĩ Văn,0,,,0.3
Ninh Dương Lan Ngọc,Ái Phương,0,,,0.3
Ninh Dương Lan Ngọc,Văn Phượng,0,,,0.5
Ninh Dương Lan Ngọc,Thúy Diễm,0,,,0.3
Ninh Dương Lan Ngọc,Đan Trường,0,,,0.3
Ninh Dương Lan Ngọc,Bạch Công Khanh,0,,,0.3
Ninh Dương Lan Ngọc,Angela Phương Trinh,0,,,0.3
Ninh Dương Lan Ngọc,Quỳnh Lam,0,,,0.5
Ninh Dương Lan Ngọc,Việt Hương,0,,,0.3
Ninh Dương Lan Ngọc,Hà Okio,0,,,0.3
Ninh Dương Lan Ngọc,Uyên Linh,0,,,0.3
Ninh Dương Lan Ngọc,Lý Nhã Kỳ,0,,,0.3
Ninh Dương Lan Ngọc,Đàm Phương Linh,0,,,0.3
Ninh Dương Lan Ngọc,Phương Hằng (diễn viên),0,,,0.3
Ninh Dương Lan Ngọc,Quang Tuấn,0,,,0.3
Ninh Dương Lan Ngọc,Yeye Nhật Hạ,0,,,0.8
Ninh Dương Lan Ngọc,Khánh Phương,0,,,0.3
Ninh Dương Lan Ngọc,Võ Thành Tâm,0,,,0.3
Ninh Dương Lan Ngọc,Đại Nghĩa (diễn viên),0,,,0.3
Ninh Dương Lan Ngọc,Kim Hiền (diễn viên),0,,,0.3
Ninh Dương Lan Ngọc,Mỹ Chi,0,,,0.3
Ninh Dương Lan Ngọc,Bằng Lăng,0,,,0.3
Ninh Dương Lan Ngọc,WanBi Tuấn Anh,0,,,0.3
Ninh Dương Lan Ngọc,Lương Bích Hữu,0,,,0.3
Ninh Dương Lan Ngọc,Elly Trần,0,,,0.3
Ninh Dương Lan Ngọc,Wanbi Tuấn Anh,0,,,0.3
Ninh Dương Lan Ngọc,Tường Vi (diễn viên),1,Nguyệt thực (phim truyền hình),actor-actor,1.0
Ninh Dương Lan Ngọc,Chí Thiện (ca sĩ),0,,,0.3
Ninh Dương Lan Ngọc,Hồ Vĩnh Khoa,0,,,0.3
Ninh Dương Lan Ngọc,Thảo Trang,0,,,0.3
Ninh Dương Lan Ngọc,Lê Huỳnh Thúy Ngân,0,,,0.5
Ninh Dương Lan Ngọc,Nhã Phương (diễn viên),0,,,0.5
Ninh Dương Lan Ngọc,Rocker Nguyen,0,,,0.3
Ninh Dương Lan Ngọc,Lê Phương,0,,,0.5
Ninh Dương Lan Ngọc,Phương Mỹ Chi,0,,,0.3
Ninh Dương Lan Ngọc,Thanh Thúy (diễn viên sinh 1982),0,,,0.3
Ninh Dương Lan Ngọc,Quốc Huy (diễn viên),1,Long Ruồi,actor-actor,1.0
Ninh Dương Lan Ngọc,Kim Tuyến,0,,,0.3
Ninh Dương Lan Ngọc,Isaac,1,Tấm Cám: Chuyện chưa kể,actor-actor,1.0
Ninh Dương Lan Ngọc,Đức Thịnh (diễn viên),1,Nguyệt thực (phim truyền hình),actor-actor,1.0
Ninh Dương Lan Ngọc,Thanh Tú (diễn viên),1,Cô Ba Sài Gòn,actor-actor,1.0
Ninh Dương Lan Ngọc,Thái Hòa (diễn viên),2,"Tèo em, Long Ruồi",actor-actor,2.0
Ninh Dương Lan Ngọc,Bình An (diễn viên),1,Gái già lắm chiêu 3,actor-actor,1.0
Ngô Thanh Vân,Khánh Như,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Khả Ngân,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Mai Cát Vy,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Phan Thanh Nhiên,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Phạm Anh Khoa,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Trần Thanh Hoa,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Lê Trang,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Yaya Trương Nhi,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Thạch Kim Long,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Tuyền Mập,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Thụy Mười,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Đặng Trung Tuấn,2,"Hai Phượng, Bẫy rồng",actor-actor,2.0
Ngô Thanh Vân,Vỹ Hoàng,1,Hai Phượng,actor-actor,1.0
Ngô Thanh Vân,Hạ Vi,1,Tấm Cám: Chuyện chưa kể,actor-director,1.0
Ngô Thanh Vân,Hữu Châu,2,"Tấm Cám: Chuyện chưa kể, Về quê ăn Tết","actor-actor, actor-director",2.0
Ngô Thanh Vân,Võ Ngọc Trai,1,Tấm Cám: Chuyện chưa kể,director-actor,1.0
Ngô Thanh Vân,ST Sơn Thạch,2,"Tấm Cám: Chuyện chưa kể, Cô Ba Sài Gòn","actor-actor, director-actor",2.0
Ngô Thanh Vân,Jun Phạm,2,"Tấm Cám: Chuyện chưa kể, Về quê ăn Tết","actor-actor, actor-director",2.0
Ngô Thanh Vân,Thành Lộc,1,Tấm Cám: Chuyện chưa kể,director-actor,1.0
Ngô Thanh Vân,Ngọc Giàu,1,Tấm Cám: Chuyện chưa kể,director-actor,1.0
Ngô Thanh Vân,Hiếu Hiền,3,"Tấm Cám: Chuyện chưa kể, Bẫy rồng, Lửa Phật","actor-actor, actor-director",3.0
Ngô Thanh Vân,Diễm My 9x,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Diễm My,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Oanh Kiều,2,"Cô Ba Sài Gòn, Về quê ăn Tết",actor-actor,2.0
Ngô Thanh Vân,Tùng Leo,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Hải Triều,2,"Cô Ba Sài Gòn, Về quê ăn Tết",actor-actor,2.0
Ngô Thanh Vân,Kaylee Hwang,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Thúy Vy,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Thủy Hương,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Trác Thúy Miêu,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Kim Thư,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Hà Trúc,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Vũ Hà Anh,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Aaron Toronto,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Bùi Thị Mỹ Cảnh,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Đông Nhi,1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Johnny Trí Nguyễn,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Lâm Minh Thắng,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Trần Thế Vinh,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Nguyễn Hậu,2,"Bẫy rồng, Lửa Phật",actor-actor,2.0
Ngô Thanh Vân,Lý Anh Kiệt,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Trần Hữu Phúc,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Điền Thái Minh,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Alain Bruxelles,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,François de la Torre,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Thomas Michel Meyer,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,David Minetti,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Rémi Recher,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Yann Williot,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Huỳnh Kim Sang,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Tawny Trúc Nguyễn,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Nguyễn Anh Tuấn,1,Bẫy rồng,actor-actor,1.0
Ngô Thanh Vân,Trần Bảo Sơn,1,Ngôi nhà trong hẻm,actor-actor,1.0
Ngô Thanh Vân,Bích Hằng,1,Ngôi nhà trong hẻm,actor-actor,1.0
Ngô Thanh Vân,Phan Thị Mơ,1,Ngôi nhà trong hẻm,actor-actor,1.0
Ngô Thanh Vân,Bùi Văn Hải,2,"Ngôi nhà trong hẻm, Lửa Phật",actor-actor,2.0
Ngô Thanh Vân,Lê Thiện,1,Ngôi nhà trong hẻm,actor-actor,1.0
Ngô Thanh Vân,Hồng Sáp,1,Ngôi nhà trong hẻm,actor-actor,1.0
Ngô Thanh Vân,Thịnh Vinh,1,Ngôi nhà trong hẻm,actor-actor,1.0
Ngô Thanh Vân,Dustin Nguyễn,1,Lửa Phật,director-actor,1.0
Ngô Thanh Vân,Roger Yuan,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Bé Ben Nguyễn Hoàng Quân,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Ngọc Diệp,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Xuân Phát,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Phi Thanh Vân,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Jason Ninh Cao,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Mỹ Lệ,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Kiều Mai Lý,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Diễm Trinh,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Nguyễn Quang Hiếu,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Lê Khâm,1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Trung Dân,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Ngọc Tưởng,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Tiko Tiến Công,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Phi Phụng,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Chí Tâm,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Bạch Long,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Xuân Lan,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Ngân Quỳnh,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Tiểu Bảo Quốc,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Bá Đức,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Chị Thu,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Bé Khanh,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Bé Dâu Tây,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Phước Tính,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Đông Sương,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Giang Kim Chung,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Bích Hợp,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Kim Chi,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Ngọc Sương,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Nguyễn Hồng Hậu,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Vương Cao Hải Lam,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Nguyễn Tấn Hải,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Phan Lê Quốc Thanh,1,Về quê ăn Tết,actor-actor,1.0
Ngô Thanh Vân,Đồng Ánh Quỳnh,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Rima Thanh Vy,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Thuận Nguyễn,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Song Luân,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Gi A Nguyễn,1,Thanh Sói – Cúc dại trong đêm,actor-director,1.0
Ngô Thanh Vân,Phan Thanh Hiền,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Trần Thị Thanh Hoa,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Isaac,1,Tấm Cám: Chuyện chưa kể,actor-director,1.0
Ngô Thanh Vân,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,director-actor,1.0
Ngô Thanh Vân,Thanh Tú (diễn viên),1,Cô Ba Sài Gòn,actor-actor,1.0
Ngô Thanh Vân,Thái Hòa (diễn viên),1,Lửa Phật,actor-actor,1.0
Ngô Thanh Vân,Lê Bình (diễn viên),1,Hai Phượng,actor-actor,1.0
Kiều Minh Tuấn,Johnny Trí Nguyễn,1,Bụi đời Chợ Lớn,actor-actor,1.0
Kiều Minh Tuấn,Thanh Trúc,2,"Bụi đời Chợ Lớn, Năm sau con lại về",actor-actor,2.3
Kiều Minh Tuấn,Hoàng Phi,1,Bụi đời Chợ Lớn,actor-actor,1.0
Kiều Minh Tuấn,Quang Sự,1,Bụi đời Chợ Lớn,actor-actor,1.0
Kiều Minh Tuấn,Charlie Nguyễn,1,Bụi đời Chợ Lớn,director-actor,1.0
Kiều Minh Tuấn,Kaity Nguyễn,2,"Em chưa 18, Tiệc trăng máu",actor-actor,2.3
Kiều Minh Tuấn,Châu Bùi,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Quang Minh - Hồng Đào,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Nguyễn Chánh Tín,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Aaron Toronto,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Huy Khánh,1,Em chưa 18,actor-actor,1.3
Kiều Minh Tuấn,Kathy Uyên,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Don Nguyễn,1,Em chưa 18,actor-actor,1.3
Kiều Minh Tuấn,Kiều Trinh,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Nguyễn Tiến Dũng Củ Tỏi,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Võ Ngọc Trai,1,Em chưa 18,actor-actor,1.3
Kiều Minh Tuấn,Diễn viên Chí Tâm,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Châu Thiên Kim,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Kim Anh,1,Em chưa 18,actor-actor,1.0
Kiều Minh Tuấn,Quý Bình,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Lê Khánh,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hoài Linh,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Ngọc Giàu,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Chí Tài,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hứa Minh Đạt,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Nhật Cường,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Long Đẹp Trai,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Ngọc Tưởng,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Bé Ben,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Quốc Thuận,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Tiến Luật,2,"Năm sau con lại về, Nghề siêu dễ (phim 2022)",actor-actor,2.0
Kiều Minh Tuấn,Thu Trang,3,"Năm sau con lại về, Nghề siêu dễ (phim 2022), Tiệc trăng máu",actor-actor,3.3
Kiều Minh Tuấn,Tấn Hoàng,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Kiều Mai Lý,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hà Linh,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hải Yến,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hải Lý,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Lê Khâm,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hải Triều,1,Năm sau con lại về,actor-actor,1.0
Kiều Minh Tuấn,Hứa Vĩ Văn,2,"Nghề siêu dễ (phim 2022), Tiệc trăng máu",actor-actor,2.3
Kiều Minh Tuấn,Quang Tuấn,1,Nghề siêu dễ (phim 2022),actor-actor,1.3
Kiều Minh Tuấn,Huỳnh Phương,1,Nghề siêu dễ (phim 2022),actor-actor,1.0
Kiều Minh Tuấn,Thanh Mỹ,1,Nghề siêu dễ (phim 2022),actor-actor,1.0
Kiều Minh Tuấn,Hữu Châu,1,Nghề siêu dễ (phim 2022),actor-actor,1.0
Kiều Minh Tuấn,Vũ Ngọc Anh,1,Nghề siêu dễ (phim 2022),actor-actor,1.0
Kiều Minh Tuấn,Quỳnh Miêu,1,Nghề siêu dễ (phim 2022),actor-actor,1.0
Kiều Minh Tuấn,Võ Thanh Hòa,1,Nghề siêu dễ (phim 2022),actor-director,1.0
Kiều Minh Tuấn,Đức Thịnh đạo diễn,1,Tiệc trăng máu,actor-actor,1.0
Kiều Minh Tuấn,Hồng Ánh,1,Tiệc trăng máu,actor-actor,1.0
Kiều Minh Tuấn,Việt Linh,1,Tiệc trăng máu,actor-actor,1.0
Kiều Minh Tuấn,David Phạm,1,Tiệc trăng máu,actor-actor,1.0
Kiều Minh Tuấn,Tú Vi,0,,,0.3
Kiều Minh Tuấn,Hùng Thuận,0,,,0.3
Kiều Minh Tuấn,Đình Hiếu,0,,,0.3
Kiều Minh Tuấn,Phùng Ngọc Huy,0,,,0.3
Kiều Minh Tuấn,Khương Ngọc,0,,,0.5
Kiều Minh Tuấn,Vân Trang,0,,,0.5
Kiều Minh Tuấn,Bảo Thy,0,,,0.3
Kiều Minh Tuấn,Yến Trang,0,,,0.3
Kiều Minh Tuấn,Tấn Beo,0,,,0.3
Kiều Minh Tuấn,Hiếu Hiền,0,,,0.3
Kiều Minh Tuấn,Khổng Tú Quỳnh,0,,,0.3
Kiều Minh Tuấn,Noo Phước Thịnh,0,,,0.3
Kiều Minh Tuấn,Ngô Kiến Huy,0,,,0.3
Kiều Minh Tuấn,Tuấn Trần,0,,,0.3
Kiều Minh Tuấn,Ngân Chi,0,,,0.3
Kiều Minh Tuấn,Nguyễn Minh Tú,0,,,0.3
Kiều Minh Tuấn,Uyển Ân,0,,,0.3
Kiều Minh Tuấn,Huỳnh Đông,0,,,0.3
Kiều Minh Tuấn,Minh Hằng,0,,,0.3
Kiều Minh Tuấn,Bảo Anh,0,,,0.3
Kiều Minh Tuấn,Ngọc Diệp,0,,,0.3
Kiều Minh Tuấn,Jun Phạm,0,,,0.3
Kiều Minh Tuấn,Diễm My 9x,0,,,0.3
Kiều Minh Tuấn,Hạnh Thúy,0,,,0.5
Kiều Minh Tuấn,Nguyễn Thắng,0,,,0.3
Kiều Minh Tuấn,Khả Ngân,0,,,0.3
Kiều Minh Tuấn,Anh Thư,0,,,0.3
Kiều Minh Tuấn,Nguyễn Thúc Thùy Tiên,0,,,0.3
Kiều Minh Tuấn,Đinh Ngọc Diệp,0,,,0.3
Kiều Minh Tuấn,Ái Phương,0,,,0.3
Kiều Minh Tuấn,Ốc Thanh Vân,0,,,0.5
Kiều Minh Tuấn,Thúy Diễm,0,,,0.3
Kiều Minh Tuấn,Đan Trường,0,,,0.3
Kiều Minh Tuấn,Bạch Công Khanh,0,,,0.3
Kiều Minh Tuấn,Angela Phương Trinh,0,,,0.3
